67292	蚂蚁借呗   怎么 提升 额度	借呗 额度 提升 利率 也 会 降低 吗	0
90195	我 的 花呗 啥时候 才能 恢复正常	我 的 蚂蚁花呗 什么 时间 恢复 使用	1
68776	网商 银行 和 借呗 只能 用 一个 吗	网商 银行 就是 蚂蚁借呗	1
11059	花呗 临时 额度 可以 分期 的 吧	花呗 临时 额度   可以 分期 嘛	1
84832	我 这个 用 的 不是 花呗	我 的 花呗 能 损额 吗	0
64148	可不可以 用 花呗 冲 q 币	花呗 可以 充值 qb 么	1
78115	花呗 免息 日期	花呗 免息 还有 手续费	0
88674	可以 使用 花呗 的 商店	花呗 可以 在 超市 或者 便利店 用 吗	0
57565	但是 蚂蚁花呗 底下 还有 怎么办	花呗 低 怎么办	0
11621	还 花呗 ， 能 找 人 代付款 吗	花呗 可以 代 朋友 付款 吗	1
79903	如何 取消 花呗   人脸识别	花呗 怎么 关掉 人脸识别	1
29464	怎么 关闭 花呗	怎么 才能 看不到 花呗 这个 软件	0
31650	用 的 花呗 支付 吗	我 的 这单 是 用 花呗 支付 的 吗	1
37261	跟 花呗 都 关闭	你 现在 先 把 * * * 的 花呗 关闭 了	1
75162	花呗 给 有 的 扫码 商店 付款 ， 只能 付 * * * 块钱 。 为什么 ？ 我	去 商家 付款 ， 为什么 花呗 只 可以 使用 * * *	1
27140	借呗 可以 不用 人脸识别 吗	借呗 不要 人面 识别 在 哪里 设置	1
26987	蚂蚁花呗 用 不了 了   怎么 申请 开通	花呗 停用 了 怎样才能 开通 花呗	1
76101	蚂蚁花呗 为什么 买 不了 火车票	为什么 我 的 花呗 ， 购买 不了 火车票	1
33532	花呗 还款 分期	花呗 分期 一次性 还 ， 怎么 还	0
42309	借呗 里 ， 可以 先息后本 吗	蚂蚁借呗 我能 先息后本	1
32377	我 得 花呗 什么 时候 提升 额度	花呗 额度 提升 会 是 什么 时候	1
520	我 问 花呗 为什么 没 了	我 想 提高 我 的 花呗 额度	0
32439	我 怎样 可以 使用 蚂蚁花呗	我 还 想 用 花呗 怎么办	1
16617	花呗 怎么 总是 人脸识别 不 通过	为什么 花呗 人脸识别 通过 不了	1
13973	借呗 之前 可以 分 * * * 期	为什么 借呗 的 分期 只有 * * * 个 月 的	1
91828	蚂蚁花呗 显示 的 最低 还款额 是 什么 意思	花呗 * * * 的 最低 还款 是 多少	0
19753	花呗 体验 额度 多少 才能 开通	芝麻分 * * * 分 花呗 额度 有 多少	0
14332	为什么 我 的 借呗 只能 是 六个月 还	借呗 分期付款 只能 * * * 个 月 吗	0
6493	为什么 会 给 正在 使用 的 借呗 给 关掉	蚂蚁借呗 开通 了 为什么 又 给 我 关闭 了	0
93566	怎么 又 的 蚂蚁借呗 还 没有	我 的 借贝 怎么 没 了	0
35959	借呗   借 的 钱 是 一次性 还清 还是 分期 还	借呗 还款 能 分期 还 么	0
60931	为什么 借呗 不 提额	蚂蚁借呗 剩余 额度 怎么 提现	0
45446	花呗 刚刚 全额 还款	花呗 欠款 怎么 还	0
3566	我 的 借呗 还款 ， 银行卡 掉 了 怎么 换卡	我 的 借呗 放款 至 余额 ， 怎样 改 放到 银行卡	0
1342	能否 帮 我 把 花呗 解冻	花呗 冻结 了 怎么 解冻	1
81005	我 的 花呗 和 实际 金额 不符	花呗 扣除 金额 与 实际 不 符合	1
17669	花呗 分期 提前 还有 手续费	花呗 分期 提前 还 了 还有 手续费 吗	1
79112	有 最低 还款 吗 我 这个 蚂蚁借呗	借呗 能 最低 还款 嘛	1
18831	为什么 我美团 都 使用 不到 花呗	我 想 知道 为什么 我 的 美团用 不了 花呗	1
50946	之前 借呗 可以 分 * * * 个 月 还 ， 现在 怎么 只能 * * * 个 月 了	借呗 为什么 。 只能 六个月 了	0
53917	我 的 二维码 贴纸 怎样 可以 开通 信用卡 花呗 付款 呀	我 想 开通 信用卡 ， 花呗 收款码	1
8643	花呗 账单 明细 删除 了 怎么 还原	花呗 账单 删 了 怎样才能 找 回来	1
71637	花呗 提前 结清 必须 要 还 全部 么	花呗 能 不能 选 一样 提前 结清	1
14865	花呗 账户 跟 换	花呗 账号 可以 不 可以 换	1
88725	原来 我能 使用 借呗 现在 怎么 不能 用 了	蚂蚁借呗 用 不了 ， 是 怎么回事	0
72043	不想 开通 花呗 ， 怎么办	换换 了 手机号 怎么 开通 花呗	0
20718	怎么 让 蚂蚁借呗 改成 网商贷	怎么 网商贷 切换 不了 借呗	0
102102	为什么 我 支付宝 的 花呗 提示 系统 繁忙	借呗 提额 显示 系统 繁忙	0
98582	为什么 我 有 借呗 怎么 给 我 关闭 了	蚂蚁借呗 怎么 强行 给 我关 了	1
15380	为森 么 我 借呗 不能 用 了	我 的 蚂蚁借呗 现在 为什么 没有 额度 了	0
44220	花呗 分期 ， 还 能 出款 吗	花呗 账单 能 全部 分期 吗	0
89546	怎么 不 可以 现金 借呗 了	现在 怎么 没法 申请 借呗	1
80290	我 买 了 一个 ， 买 了 衣服 ， 后来 退款 了 ， 退款 之后 他 就 他 把 钱 都 退 到 了 花呗 里面 ， 但是 我查 我 花呗 里面 ， 既然 还 欠 着 钱	我用 支付宝 定 了 一家 酒店 预付 了   然后 我 在 入住 酒店 之前 就 还款 了   后来 我 又 把 房间 退 了   退款 到 哪里 去 了 ？ 并 没有 转 到 支付宝 ， 显示 退回 花呗 了   但是 我 已经 还款 了	0
49913	花呗 怎么办	借呗 怎样 关闭	0
78940	花呗 可以 密付 不	密付 是 只能 用 银行卡 付款 吗 ， 可以 用 花呗 吗	1
66274	花呗 * * * 月份 提前 还款 ， 还 不了 怎么回事	我 想 知道 ， 提前 还 花呗 ， 为什么 还 不 进去	0
12121	没有 智能手机 ， 花呗 的 钱 怎么 还	你 怎么 使用 花呗 了	0
85051	花呗 分期 后 可以 一次 还 多期 吗	花呗 分期 后能 一次性 付清	1
28842	怎么 把 另 一个 号 的 花呗 转 到 这个 号 上	这个 账号 不用 了   我 可以 把 花呗 转 到 另外 一个 账号 吗	1
85353	花呗 收款 得 审核 多久	花呗 收钱 审核 多久 过	1
23349	借呗 怎么 条件 才能 开	现在 能 开通 借呗 吗	1
72447	买 东西 能 用 花呗 吗	花呗 能 不能 再 网吧 用	0
5447	分期 花呗 后能 一次性 还清 嘛	花呗 设置 分期 还 可以 一次性 还清 吗	1
81520	网上 买 外卖 可以 用 花呗 吗	我 的 发布 可以 用 蚂蚁花呗 吗	0
65128	借呗 还 钱 ， 钱 怎么 少 了 两百多	借呗 自己 少 了 * * * 元 钱 ， 是 怎么回事	0
35201	花呗 还款 为什么 不能 分期	花呗 分期 额度 分期 不了 怎么办	0
46214	收钱码 开通 花呗 支付 后 ， 为什么 显示 不 支持 花呗 支付	怎么 我 不能 开通 花呗 支付 和 信用卡	0
15025	花呗 提前 还款 能 提前 用 吗	花呗 提前 还款 后 ， 如果 退款 怎么办	0
85231	花呗 自动 扣款 了   有 什么 办法 退还 吗	为什么 花呗 提前 扣 我 的 款	0
5413	蚂蚁借呗 还款 时 绑定 的 银行卡 为什么 不能 还款	为什么 借呗 不能 用 支付宝 绑定 的 银行卡 还款	1
67556	花呗 可以 交 电费 了	花呗 可以 交 电费 吧	1
60095	怎么 用 花呗 收款码 收款	花呗 收款码 申请	0
88061	在 哪 可以 用 花呗 付款	花呗 可以 在 什么 哪些 商家 付款	1
72152	蚂蚁借呗 可 办理 延期 吗	借呗 能 不能 延期	1
57416	我 没有 什么 问题   ， 怎么 不能 用 借呗 呀	我 说 借呗 怎么 开通 不得	0
58260	更改 花呗 最后 还款	花呗 还款 时间 可以 往后 调整 吗	0
63740	蚂蚁借呗 以前 可以 借 * * * 个 月 ， 现在 只能 借 * * * 个 月 ， 是 什么 原因	现在 借呗 只 可以 选 * * * 期 和 * * * 期	1
72414	借呗 一般 什么 时候 评估 一次	蚂蚁借呗 额度 什么 时候 评估	1
100934	蚂蚁借呗 ， 输入 验证码 之后 ， 为什么 不能 进行 下 一步	为什么 我 这个 借呗 体现 。 后 收到 的 验证码 输入 后 怎么 点 不了 下 一步	1
39012	我 是 淘宝 卖家 ， 我店 想 开通 花呗 支付 要 怎样 的 条件 才 符合 开通	淘宝 商家 没有 营业执照 怎么 开花 呗	0
84889	我用 花呗 充 话费 充错 了 怎么办	我 我 用 花呗 冲 的 话费 充 的 话费 充错 了	1
5843	卖东西 花呗 图标 是 什么	花呗 标识 图案 是 什么样	1
98038	如何 关闭 码子 借呗	借呗 如何 取消 分期	0
3902	淘宝 显示 已 退还 到 花呗 的	我 的 淘宝 退款 退到 了 花呗 ！ 怎么 查不到 余额	0
97130	我 已经 还 了 花呗 了 ， 为什么 还要 还	花呗 还款 还 多 了 怎么办	0
16952	为什么 把 钱 退 到 花呗	给 我 退 到 花呗 上 了	1
58206	怎么 那么 久 花呗 系统 还是 繁忙	花呗 登录 总是 显示 系统 繁忙 是 怎么回事	0
49342	借呗 最 多 多久 到账	我 借呗 借 的 要 多久 到 卡咯	1
54759	想 取消 临时 额度   再 提高 花呗 的 额度	花呗 账单 分期还款 临时 额度 取消 后 有没有 影响	0
3466	怎么 确定 蚂蚁借呗 如何 使用	借呗 借钱 怎么 用	1
9386	为什么 花呗 花钱 发短信	为什么 我 的 花呗 还有 的 没有 出账	0
98755	借呗 一直 都 在 用 ， 而且 没有 逾期 ， 为什么 突然 被 冻结 ， 什么 时候 能 解	借呗 没有 逾期 为什么 会 冻结	1
